eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred
132,57.524301,0.005000,0.050000,0.100000,0.005565,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,78.624789
133,59.763064,0.005000,0.245724,0.100000,0.020000,0.011372,0.800000,1.000000,0.950000,0.700000,15.000000,20.000000,600.000000,83.983260
134,57.524301,0.005000,0.050000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000
135,59.763064,0.005000,0.250000,0.020000,0.002000,0.010000,0.800000,0.600000,0.844304,0.700000,9.110797,17.410034,600.000000,87.595173
136,57.524301,0.005000,0.050000,0.100000,0.002000,0.036098,0.800000,0.600000,0.700000,0.700000,15.000000,6.000000,388.884296,200.000000
137,57.524301,0.023451,0.058427,0.020000,0.012926,0.010000,0.800000,0.772185,0.700000,0.700000,15.000000,20.000000,276.996760,200.000000
138,57.524301,0.050000,0.050000,0.031768,0.017244,0.080000,0.800000,0.600000,0.700000,0.700000,4.443930,20.000000,200.000000,200.000000
139,58.168066,0.045678,0.050000,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.844853,15.000000,20.000000,200.000000,200.000000
140,57.524301,0.005000,0.115199,0.020000,0.020000,0.044273,0.800000,0.713605,0.700000,0.700000,15.000000,20.000000,461.889094,193.763948
141,57.524301,0.005000,0.105526,0.020000,0.002000,0.067452,0.800000,0.883906,0.700000,0.700000,15.000000,20.000000,600.000000,193.305013
142,59.763064,0.050000,0.250000,0.020000,0.006268,0.010000,0.800000,0.860802,0.950000,0.700000,15.000000,9.597555,486.756353,77.234475
143,57.524301,0.005000,0.250000,0.100000,0.013622,0.080000,0.800000,0.800285,0.700000,0.700000,15.000000,20.000000,600.000000,182.128500
144,57.524301,0.031924,0.050000,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
145,57.524301,0.019814,0.153682,0.100000,0.018564,0.080000,0.800000,0.951713,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
146,57.524301,0.050000,0.250000,0.020000,0.008748,0.012558,0.800000,0.600000,0.700000,0.700000,15.000000,17.827051,600.000000,194.489996
147,57.524301,0.029353,0.250000,0.020000,0.004636,0.010000,0.800000,0.600000,0.700000,0.700000,12.255010,20.000000,600.000000,40.000000
148,57.524301,0.050000,0.095744,0.100000,0.010692,0.057144,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,560.194757,40.000000
149,57.524301,0.022385,0.137261,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
150,57.524301,0.031260,0.238339,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,263.417494,200.000000
151,57.524301,0.040575,0.250000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,12.613330,600.000000,40.000000
152,57.524301,0.005000,0.167843,0.100000,0.006630,0.010000,0.800000,0.692257,0.700000,0.700000,15.000000,20.000000,200.000000,123.922361
153,57.524301,0.046012,0.050000,0.032941,0.019862,0.010000,0.800000,0.690997,0.700000,0.700000,15.000000,20.000000,553.050365,200.000000
154,57.524301,0.005000,0.079377,0.100000,0.002000,0.017206,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,110.415015
155,59.763064,0.050000,0.050000,0.020656,0.020000,0.010000,0.800000,0.734657,0.950000,0.700000,15.000000,20.000000,495.851906,40.000000
156,57.524301,0.050000,0.250000,0.100000,0.011460,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
157,57.524301,0.020152,0.101696,0.020000,0.016793,0.010000,0.800000,0.671079,0.743799,0.700000,15.000000,20.000000,600.000000,200.000000
158,57.524301,0.038865,0.050000,0.089200,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,92.610470
159,57.524301,0.005000,0.050000,0.056088,0.002000,0.010000,0.800000,0.650080,0.700000,0.700000,15.000000,20.000000,600.000000,102.190350
160,57.524301,0.050000,0.050000,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,44.351037
161,57.524301,0.005000,0.064026,0.041445,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000
162,57.524301,0.005000,0.250000,0.100000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,172.584363
163,57.524301,0.046532,0.093117,0.093447,0.002000,0.035859,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
164,57.524301,0.041130,0.138025,0.082558,0.002000,0.019108,0.800000,0.781355,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
165,57.524301,0.005000,0.069920,0.100000,0.012883,0.080000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
166,57.524301,0.013554,0.101474,0.100000,0.020000,0.010000,0.800000,0.753900,0.700000,0.700000,15.000000,20.000000,569.194455,129.485153
167,57.524301,0.005000,0.250000,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
168,57.524301,0.005000,0.250000,0.100000,0.020000,0.048518,0.800000,0.600000,0.700000,0.700000,15.000000,15.014471,600.000000,40.000000
169,57.524301,0.005000,0.051880,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
170,57.524301,0.018638,0.050000,0.071646,0.002000,0.033936,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,481.326071,200.000000
171,57.524301,0.050000,0.050000,0.100000,0.002000,0.010000,0.800000,0.886380,0.700000,0.700000,6.323032,6.000000,600.000000,176.570904
172,57.524301,0.041811,0.250000,0.020000,0.020000,0.031294,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
173,57.524301,0.005000,0.188911,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
174,57.524301,0.005000,0.250000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,265.647129,40.000000
175,57.524301,0.050000,0.250000,0.100000,0.002000,0.011197,0.800000,0.867522,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
176,57.524301,0.050000,0.250000,0.020000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,141.914299
177,57.524301,0.036093,0.250000,0.100000,0.020000,0.080000,0.800000,1.000000,0.755563,0.700000,7.994115,20.000000,600.000000,40.000000
178,57.524301,0.050000,0.050000,0.100000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,572.863238,181.834631
179,57.524301,0.005639,0.075042,0.038866,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,116.203120
180,57.524301,0.010081,0.143084,0.100000,0.002000,0.021785,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000
181,57.524301,0.005000,0.063586,0.020000,0.008442,0.016609,0.800000,0.744070,0.700000,0.700000,15.000000,20.000000,600.000000,51.182845
182,57.524301,0.024625,0.135754,0.100000,0.002630,0.010000,0.800000,0.854101,0.700000,0.700000,15.000000,20.000000,554.583291,40.000000
183,57.524301,0.005000,0.250000,0.100000,0.002000,0.010000,0.800000,0.712987,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000
184,57.524301,0.005000,0.050000,0.100000,0.011617,0.010000,0.800000,0.754143,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
185,59.763064,0.005000,0.050000,0.086444,0.016066,0.046711,0.800000,0.600000,0.950000,0.700000,15.000000,20.000000,600.000000,200.000000
186,57.524301,0.005000,0.050000,0.100000,0.015219,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
187,57.524301,0.050000,0.250000,0.062501,0.020000,0.010000,0.800000,0.832194,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
188,57.524301,0.005000,0.250000,0.100000,0.020000,0.080000,0.800000,0.752406,0.700000,0.700000,15.000000,8.021732,600.000000,200.000000
189,57.524301,0.005000,0.250000,0.095948,0.020000,0.048283,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
190,59.763064,0.022119,0.250000,0.100000,0.002000,0.010000,0.800000,0.709486,0.882738,0.700000,15.000000,20.000000,600.000000,145.741485
191,57.524301,0.005000,0.234643,0.100000,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000
