eval,fitness,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,pred_digest_time,pred_repro_thresh,maturity_age,prey_cooldown,pred_cooldown,parent_energy_split,spawn_offset,heading_jitter,pred_density_k,newborn_hunt_cooldown,max_prey,max_pred,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity
106,-42827.566880,0.250000,0.100000,0.002000,0.010000,0.800000,1.000000,0.200000,0.950000,2.000000,4.000000,6.000000,0.622158,24.181261,1.000000,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,3.000000,2.000000
107,-27483.276446,0.172549,0.100000,0.002000,0.069029,0.400000,0.685670,0.200000,0.609503,4.197881,4.000000,8.752450,0.700000,15.350426,1.000000,0.000000,5.000000,701.500713,40.000000,0.533400,300.000000,0.002000,5.000000,3.000000,2.000000
108,-27636.262766,0.050000,0.100000,0.002000,0.080000,0.400000,1.000000,3.000000,0.500000,2.000000,20.000000,6.877687,0.599456,5.000000,0.235180,132.812842,5.000000,792.811543,40.000000,0.500000,300.000000,0.002000,0.500000,2.066621,2.000000
109,-7772.092840,0.050000,0.043440,0.002000,0.013146,0.400000,1.000000,0.988947,0.647175,15.000000,10.781866,19.450100,0.400000,6.677938,0.000000,0.000000,3.242045,200.000000,1000.000000,0.500000,20.000000,0.002000,5.000000,0.100000,2.000000
110,-14703.406378,0.082213,0.073789,0.002000,0.010000,0.400000,1.000000,0.200000,0.692987,10.997329,4.000000,20.000000,0.525558,10.852925,0.000000,300.000000,2.829123,200.000000,692.893707,1.057461,20.000000,0.004710,1.566223,0.100000,0.300000
111,-29898.579948,0.050000,0.100000,0.002000,0.050645,0.400000,0.815350,0.200000,0.792356,4.811278,4.000000,20.000000,0.400000,5.000000,0.089527,0.000000,5.000000,248.421815,40.000000,1.440372,20.000000,0.050000,3.351637,3.000000,2.000000
112,-22757.659189,0.070442,0.100000,0.002000,0.080000,0.400000,0.884391,1.146925,0.875552,4.427158,4.000000,15.509597,0.400000,5.000000,0.413596,0.000000,0.804311,200.000000,429.534668,1.356446,37.111382,0.050000,5.000000,3.000000,2.000000
113,-18688.622942,0.050000,0.100000,0.009010,0.010000,0.400000,0.823568,2.758757,0.950000,2.000000,12.756237,13.709340,0.700000,29.315970,0.000000,0.000000,2.458546,1839.909798,178.511350,0.500000,266.148149,0.002000,5.000000,0.716343,2.000000
114,-21665.323551,0.050000,0.100000,0.002000,0.051430,0.409530,0.700133,0.200000,0.950000,4.340087,4.000000,15.348981,0.435752,5.000000,1.000000,0.000000,3.204792,2000.000000,40.000000,0.500000,20.000000,0.048892,0.500000,2.559017,1.017008
115,-33368.976636,0.220218,0.100000,0.002000,0.080000,0.400000,0.949263,0.200000,0.500000,2.000000,4.000000,13.538933,0.400000,30.000000,0.822612,83.689621,4.678009,200.000000,40.000000,1.500000,127.993467,0.037963,0.500000,1.054251,0.577226
116,-4967.750311,0.050000,0.020000,0.006874,0.010000,0.772017,1.000000,1.259953,0.515308,15.000000,9.248494,10.795452,0.400000,30.000000,0.000000,0.000000,0.500000,2000.000000,1000.000000,1.193526,20.000000,0.003468,5.000000,3.000000,0.351215
117,-22471.765211,0.250000,0.100000,0.011864,0.010000,0.400000,0.600000,0.200000,0.950000,2.000000,4.000000,20.000000,0.611098,10.498981,0.764461,0.000000,5.000000,200.000000,40.000000,1.339625,20.000000,0.002000,1.952602,3.000000,0.300000
118,-18944.664662,0.103789,0.100000,0.002000,0.080000,0.800000,1.000000,0.200000,0.931120,15.000000,4.000000,6.000000,0.400000,13.386063,0.000000,0.000000,1.914909,200.000000,40.000000,1.163706,20.000000,0.043992,5.000000,0.100000,0.300000
119,-30919.140302,0.250000,0.100000,0.002000,0.049775,0.400000,0.785264,3.000000,0.950000,2.000000,4.000000,7.142415,0.554278,5.000000,1.000000,0.000000,5.000000,200.000000,323.987715,0.781810,20.000000,0.050000,2.230852,0.236724,0.300000
120,-35731.127072,0.116953,0.100000,0.002000,0.070882,0.400000,0.903798,0.200000,0.950000,2.000000,4.000000,20.000000,0.466980,5.000000,0.000000,0.000000,3.221716,200.000000,526.088885,0.705034,173.591080,0.050000,1.753059,0.100000,0.455054
121,-38288.649225,0.250000,0.100000,0.002000,0.058949,0.400000,1.000000,0.200000,0.941790,2.000000,4.000000,9.257382,0.607367,5.000000,0.000000,0.000000,5.000000,200.000000,40.000000,0.709709,20.000000,0.038138,0.500000,3.000000,2.000000
122,-38654.880536,0.172859,0.100000,0.002000,0.013628,0.400403,1.000000,3.000000,0.950000,15.000000,4.000000,12.058335,0.530620,5.000000,0.578847,0.000000,0.500000,200.000000,40.000000,1.500000,20.000000,0.018619,3.697695,1.717723,2.000000
123,-7055.239276,0.250000,0.100000,0.009992,0.080000,0.400000,1.000000,0.200000,0.950000,2.000000,4.000000,15.718327,0.400000,13.719092,0.000000,0.000000,1.873701,200.000000,40.000000,1.162755,211.835050,0.038109,5.000000,2.385996,2.000000
124,-37848.307109,0.050000,0.100000,0.002000,0.022085,0.800000,0.855862,1.244734,0.781622,15.000000,13.071567,6.000000,0.700000,16.948041,0.000000,0.000000,2.822656,200.000000,40.000000,0.500000,54.741454,0.028580,5.000000,0.100000,2.000000
125,-47377.946453,0.144093,0.100000,0.002000,0.080000,0.522089,1.000000,0.200000,0.950000,2.000000,19.621347,9.824379,0.680167,5.000000,0.770958,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.050000,4.155409,3.000000,2.000000
126,-41690.948084,0.147885,0.100000,0.002000,0.010000,0.800000,0.994117,0.905359,0.950000,2.000000,4.000000,20.000000,0.566414,30.000000,1.000000,259.912899,0.500000,200.000000,40.000000,0.562812,20.000000,0.002000,1.291635,3.000000,2.000000
127,-26108.235780,0.250000,0.100000,0.002738,0.057583,0.400000,1.000000,0.200000,0.768728,8.231184,4.000000,6.272781,0.700000,30.000000,1.000000,286.081073,5.000000,1634.933980,40.000000,0.500000,300.000000,0.002000,2.092282,0.670668,2.000000
128,-8927.293550,0.250000,0.030459,0.002000,0.010000,0.400000,0.673059,0.200000,0.950000,2.870062,4.000000,6.000000,0.700000,5.000000,0.720651,0.000000,5.000000,200.000000,40.000000,0.617525,20.000000,0.023793,0.500000,3.000000,1.654301
129,-11927.936026,0.050000,0.100000,0.007978,0.024306,0.800000,1.000000,0.200000,0.950000,2.000000,14.022333,6.000000,0.700000,30.000000,1.000000,0.000000,0.500000,900.049206,508.444516,0.500000,115.621704,0.002000,2.391349,0.100000,2.000000
130,-29463.743915,0.220475,0.100000,0.002000,0.049715,0.400000,0.600000,0.200000,0.950000,4.295991,6.767774,9.344343,0.400000,5.000000,1.000000,0.000000,0.500000,200.000000,40.000000,0.500000,20.000000,0.050000,0.500000,3.000000,1.839044
131,-39804.197173,0.050000,0.100000,0.002000,0.080000,0.440532,1.000000,0.200000,0.950000,5.457736,4.000000,6.526051,0.700000,19.988297,0.000000,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.050000,0.500000,3.000000,0.300000
132,-31732.870110,0.209590,0.100000,0.002000,0.025199,0.800000,0.600000,0.200000,0.950000,13.846440,4.000000,6.000000,0.700000,5.000000,1.000000,0.000000,5.000000,200.000000,40.000000,0.500000,120.916099,0.047144,0.500000,2.860513,2.000000
133,-35474.138166,0.250000,0.100000,0.002000,0.024752,0.400000,0.725905,0.200000,0.950000,15.000000,4.000000,6.000000,0.518941,9.376679,0.275236,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.004172,0.500000,0.100000,2.000000
134,-24472.075335,0.050000,0.090962,0.002000,0.045561,0.498245,1.000000,0.200000,0.950000,11.592470,4.000000,20.000000,0.400000,5.000000,1.000000,0.000000,5.000000,200.000000,40.000000,0.500000,130.879784,0.002000,1.614304,0.100000,2.000000
135,-18692.480295,0.085858,0.100000,0.002187,0.062005,0.400000,1.000000,0.200000,0.674079,2.000000,4.000000,20.000000,0.437489,5.000000,0.000000,0.000000,2.974641,2000.000000,40.000000,1.236597,90.347752,0.002000,0.608952,0.100000,2.000000
136,-67005.435779,0.247581,0.100000,0.002000,0.027522,0.571691,1.000000,0.385897,0.950000,2.000000,4.000000,13.221688,0.700000,30.000000,1.000000,205.403934,0.500000,200.000000,40.000000,1.421811,20.000000,0.033408,0.500000,0.100000,2.000000
137,-18239.155307,0.204197,0.100000,0.002000,0.010000,0.800000,0.618953,1.164515,0.950000,8.370660,4.000000,19.191894,0.412218,5.000000,1.000000,0.000000,5.000000,200.000000,354.824812,0.918341,162.757485,0.002000,0.500000,0.518069,2.000000
138,-47678.086438,0.050000,0.100000,0.002000,0.016700,0.419718,1.000000,1.262457,0.950000,2.000000,4.000000,6.048560,0.700000,5.000000,0.720855,216.120947,1.666337,200.000000,40.000000,0.500000,20.000000,0.050000,0.500000,3.000000,0.300000
139,-21733.124969,0.250000,0.100000,0.005881,0.080000,0.481778,1.000000,0.200000,0.950000,2.000000,4.000000,20.000000,0.468360,30.000000,0.221095,9.888297,0.500000,200.000000,40.000000,0.500000,32.629259,0.036679,1.152685,3.000000,0.300000
140,-3611.612917,0.250000,0.100000,0.016127,0.080000,0.446667,0.781666,1.289879,0.950000,6.435318,4.000000,6.000000,0.450763,27.475514,0.816267,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.050000,0.500000,0.100000,2.000000
141,-37662.062337,0.250000,0.100000,0.002000,0.010000,0.400000,0.600000,0.200000,0.950000,15.000000,12.488524,6.000000,0.700000,20.266914,0.804240,14.407137,5.000000,200.000000,40.000000,0.500000,20.000000,0.010965,0.500000,0.240883,2.000000
142,-36416.752690,0.050000,0.100000,0.002000,0.080000,0.800000,1.000000,1.983713,0.950000,3.131980,4.000000,6.000000,0.400000,30.000000,0.000000,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,3.000000,2.000000
143,-27334.084836,0.217316,0.100000,0.002000,0.041134,0.800000,1.000000,0.200000,0.500000,5.163819,4.000000,6.000000,0.445188,5.000000,0.610823,0.000000,5.000000,841.495449,40.000000,1.464729,20.000000,0.050000,2.495461,3.000000,0.300000
144,-16841.270524,0.250000,0.068676,0.002000,0.010000,0.596903,1.000000,3.000000,0.950000,2.000000,4.000000,6.000000,0.659305,6.420714,1.000000,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.044914,5.000000,1.550720,2.000000
145,-4414.404961,0.250000,0.100000,0.020000,0.024339,0.800000,1.000000,3.000000,0.500000,9.866819,4.000000,6.693521,0.506559,5.000000,0.000000,300.000000,0.500000,200.000000,1000.000000,1.500000,165.414380,0.031401,5.000000,2.059434,2.000000
146,-38392.822046,0.222132,0.100000,0.002000,0.010000,0.454815,1.000000,0.200000,0.900234,15.000000,4.000000,6.000000,0.506027,5.000000,0.997501,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.002000,1.337270,0.100000,2.000000
147,-31140.608225,0.245285,0.100000,0.002000,0.061626,0.800000,0.926564,2.862973,0.500000,2.000000,4.000000,6.000000,0.400000,5.000000,0.546583,0.000000,5.000000,200.000000,40.000000,1.225381,20.000000,0.002000,3.181630,1.422991,1.707729
148,-25089.861360,0.061105,0.100000,0.002000,0.070936,0.696422,0.882227,0.200000,0.950000,2.000000,4.000000,20.000000,0.535356,5.000000,1.000000,0.000000,5.000000,200.000000,888.193568,0.500000,20.000000,0.043878,0.500000,0.100000,1.337752
149,-15825.153431,0.106830,0.067430,0.002000,0.010000,0.800000,1.000000,0.200000,0.950000,15.000000,4.000000,6.000000,0.700000,21.607347,0.000000,137.477676,5.000000,200.000000,219.585152,0.682439,26.383959,0.002000,5.000000,2.781450,2.000000
150,-14368.831350,0.203965,0.100000,0.002000,0.010000,0.400000,1.000000,2.003877,0.533862,2.000000,14.783025,15.059343,0.700000,23.787781,0.674926,0.000000,0.500000,200.000000,1000.000000,0.500000,20.000000,0.050000,3.375261,0.100000,2.000000
151,-25295.279862,0.250000,0.100000,0.002000,0.080000,0.631212,1.000000,0.200000,0.752931,2.000000,4.000000,6.000000,0.400000,30.000000,0.567072,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,1.414145,2.000000
152,-28840.196690,0.241400,0.082057,0.002000,0.010000,0.400000,1.000000,0.200000,0.661841,15.000000,17.674775,20.000000,0.700000,16.323798,0.442839,205.067304,0.500000,537.411023,40.000000,0.500000,42.246924,0.002000,0.500000,3.000000,1.982441
153,-32333.410997,0.188365,0.100000,0.002000,0.080000,0.799081,0.600000,0.200000,0.718562,15.000000,11.227127,20.000000,0.444768,30.000000,1.000000,0.000000,0.500000,200.000000,216.988722,0.681583,120.155181,0.002000,4.042581,3.000000,2.000000
154,-22333.789309,0.250000,0.100000,0.002000,0.080000,0.636838,1.000000,0.200000,0.500000,15.000000,4.000000,14.977574,0.414538,17.648087,0.551289,0.000000,5.000000,200.000000,40.000000,0.997679,300.000000,0.002000,0.500000,3.000000,2.000000
155,-25865.169725,0.142328,0.100000,0.002000,0.080000,0.800000,1.000000,3.000000,0.934592,12.476936,8.814407,10.896465,0.400000,17.580849,0.667532,0.000000,4.087024,200.000000,40.000000,0.500000,20.000000,0.045844,5.000000,2.881926,2.000000
156,-18725.594896,0.190130,0.064025,0.002000,0.010000,0.400000,0.600000,0.200000,0.950000,15.000000,5.881603,10.211170,0.700000,5.000000,1.000000,0.000000,5.000000,200.000000,138.765760,0.500000,20.000000,0.002000,3.469099,0.658825,1.904264
157,-23878.784637,0.164182,0.100000,0.002000,0.010000,0.800000,1.000000,1.849550,0.578852,2.335480,14.937246,6.000000,0.424932,6.458868,0.391696,0.000000,0.987486,200.000000,40.000000,1.500000,20.000000,0.036513,0.500000,0.100000,2.000000
158,-24806.401983,0.250000,0.100000,0.002000,0.029526,0.800000,1.000000,0.200000,0.950000,2.000000,4.000000,16.994706,0.435427,7.462246,1.000000,0.000000,5.000000,200.000000,220.103999,1.500000,300.000000,0.050000,0.500000,3.000000,2.000000
159,-45034.356158,0.050000,0.100000,0.002000,0.080000,0.427189,1.000000,0.200000,0.901225,2.000000,6.489086,20.000000,0.700000,30.000000,0.074144,0.000000,0.500000,200.000000,40.000000,0.697668,49.644777,0.013201,0.500000,3.000000,2.000000
160,-3448.000000,0.250000,0.100000,0.019620,0.014018,0.800000,1.000000,0.704452,0.950000,15.000000,20.000000,7.602292,0.646579,21.014608,0.721050,0.000000,5.000000,200.000000,40.000000,1.500000,300.000000,0.002000,1.262763,0.100000,2.000000
161,-38232.890031,0.250000,0.100000,0.002000,0.080000,0.441682,1.000000,3.000000,0.570754,5.742604,4.000000,6.000000,0.700000,17.108328,0.000000,0.000000,1.996753,200.000000,40.000000,1.500000,20.000000,0.050000,0.500000,3.000000,2.000000
162,-37032.348250,0.050000,0.100000,0.002000,0.080000,0.800000,1.000000,2.422837,0.950000,2.000000,4.000000,6.000000,0.700000,5.000000,1.000000,0.000000,0.780208,200.000000,40.000000,1.500000,20.000000,0.050000,0.500000,3.000000,0.300000
163,-26005.617535,0.159023,0.100000,0.002000,0.080000,0.692251,1.000000,0.200000,0.950000,2.000000,4.000000,6.000000,0.700000,5.000000,0.332297,0.000000,1.040106,1480.492017,40.000000,0.500000,31.250206,0.002000,3.661254,1.702576,2.000000
164,-33093.060374,0.139190,0.100000,0.002000,0.080000,0.400000,1.000000,0.200000,0.950000,7.643866,5.024666,20.000000,0.700000,5.000000,0.000000,0.000000,1.589422,200.000000,107.805852,0.500000,20.000000,0.050000,5.000000,3.000000,1.200996
165,-47976.663808,0.148130,0.086177,0.002000,0.010000,0.800000,1.000000,3.000000,0.950000,2.000000,7.848087,11.324493,0.700000,21.633410,0.000000,263.041742,0.580232,200.000000,40.000000,0.500000,20.000000,0.002160,0.500000,0.100000,2.000000
166,-38462.042179,0.050000,0.100000,0.002000,0.075993,0.494246,1.000000,0.200000,0.950000,2.000000,4.000000,6.000000,0.400000,20.278773,0.000000,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.031576,0.500000,3.000000,2.000000
167,-28201.599563,0.237071,0.079864,0.002000,0.053961,0.400000,1.000000,2.747716,0.950000,2.000000,13.842675,6.000000,0.700000,5.000000,1.000000,0.000000,4.817136,325.886978,40.000000,0.815186,20.000000,0.002000,1.864361,0.100000,0.423845
168,-15346.443756,0.050000,0.053265,0.002000,0.080000,0.800000,0.718462,3.000000,0.950000,11.959615,20.000000,6.000000,0.496204,30.000000,0.000000,4.933217,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,3.000000,1.159552
169,-30036.433350,0.250000,0.068966,0.002000,0.033009,0.400000,1.000000,2.533297,0.950000,11.334037,4.000000,20.000000,0.567623,27.202386,0.790461,0.000000,0.981459,200.000000,40.000000,0.500000,20.000000,0.050000,5.000000,3.000000,2.000000
170,-29771.980651,0.050000,0.100000,0.002000,0.080000,0.800000,1.000000,0.200000,0.950000,2.000000,18.884448,20.000000,0.509586,5.000000,0.773354,104.698529,1.964714,200.000000,40.000000,0.500000,20.000000,0.031412,0.774846,1.545735,1.650647
171,-6721.505795,0.250000,0.100000,0.017902,0.080000,0.694725,0.889040,1.378635,0.950000,10.502634,4.000000,18.462570,0.700000,5.000000,0.000000,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.002000,0.500000,2.584763,2.000000
172,-8360.783923,0.250000,0.025229,0.002000,0.080000,0.447892,1.000000,2.970387,0.691515,2.000000,5.813541,6.000000,0.700000,20.764079,0.000000,0.000000,0.500000,2000.000000,40.000000,0.855973,152.147978,0.032149,0.500000,1.182447,2.000000
173,-8086.508778,0.208355,0.020000,0.002000,0.010000,0.446554,1.000000,0.963505,0.950000,11.013147,16.575037,6.546486,0.700000,12.449295,1.000000,0.000000,4.891490,200.000000,40.000000,0.850987,20.000000,0.050000,5.000000,3.000000,2.000000
174,-34185.939351,0.194751,0.083516,0.002000,0.010000,0.430923,1.000000,2.702640,0.950000,6.278220,4.000000,6.000000,0.694995,5.000000,0.000000,0.000000,2.917910,200.000000,40.000000,1.500000,20.000000,0.002000,0.500000,3.000000,2.000000
175,-26571.858060,0.099509,0.100000,0.002000,0.010000,0.751441,1.000000,0.200000,0.879503,10.454955,4.000000,6.000000,0.700000,5.000000,1.000000,0.000000,0.541800,1381.978745,40.000000,0.500000,20.000000,0.035986,0.500000,1.082719,2.000000
176,-32811.722912,0.146814,0.100000,0.002000,0.080000,0.617503,1.000000,0.200000,0.950000,2.000000,4.000000,20.000000,0.700000,30.000000,0.000000,300.000000,4.354404,864.003107,40.000000,1.500000,20.000000,0.002000,5.000000,0.845242,2.000000
177,-19026.836712,0.050000,0.100000,0.002000,0.010000,0.400000,1.000000,0.200000,0.950000,4.896133,4.000000,6.000000,0.605031,5.000000,0.000000,0.000000,5.000000,200.000000,438.257890,0.500000,20.000000,0.050000,0.564507,0.100000,2.000000
178,-32687.380561,0.198967,0.100000,0.002000,0.061436,0.400000,0.600000,1.522788,0.681134,2.000000,4.000000,6.000000,0.700000,5.000000,0.785569,0.000000,4.863901,200.000000,40.000000,1.150984,89.926436,0.002000,0.500000,0.100000,2.000000
179,-20686.642659,0.250000,0.091210,0.002000,0.010000,0.800000,0.600000,0.200000,0.500000,11.109589,4.000000,6.000000,0.566454,22.081406,1.000000,0.000000,0.500000,200.000000,40.000000,0.676607,20.000000,0.030635,0.500000,3.000000,2.000000
180,-27697.295652,0.050000,0.100000,0.002000,0.071122,0.800000,1.000000,0.200000,0.950000,15.000000,4.000000,6.000000,0.641880,12.420356,1.000000,300.000000,0.500000,200.000000,1000.000000,1.059207,20.000000,0.002000,0.500000,1.851342,2.000000
181,-29176.470979,0.102125,0.100000,0.002000,0.080000,0.400000,1.000000,0.254518,0.950000,4.521404,4.000000,8.834562,0.700000,30.000000,0.000000,0.000000,5.000000,617.362455,40.000000,0.500000,20.000000,0.002000,1.434704,3.000000,2.000000
182,-28677.041111,0.059799,0.100000,0.002000,0.080000,0.400000,1.000000,0.200000,0.950000,9.506117,4.000000,20.000000,0.700000,5.000000,1.000000,0.000000,4.475646,1426.367601,238.160809,0.500000,20.000000,0.006893,0.500000,1.861596,2.000000
183,-16997.522249,0.081618,0.063066,0.002000,0.038325,0.798092,1.000000,0.200000,0.950000,15.000000,15.204868,16.600533,0.664371,30.000000,0.000000,0.000000,0.500000,1516.429434,40.000000,0.500000,20.000000,0.050000,2.557483,1.207137,2.000000
184,-49352.805315,0.050000,0.100000,0.002000,0.058893,0.655237,1.000000,0.823846,0.950000,2.000000,20.000000,14.853500,0.700000,5.000000,0.209795,0.000000,0.500000,200.000000,40.000000,0.500000,20.000000,0.050000,5.000000,0.100000,2.000000
185,-31509.245316,0.050000,0.100000,0.002000,0.030889,0.404679,1.000000,1.242669,0.950000,2.000000,4.000000,17.685733,0.446025,26.120148,0.050336,0.000000,0.694813,779.451287,40.000000,0.500000,261.146094,0.014734,0.500000,0.100000,2.000000
186,-49547.466551,0.141247,0.100000,0.002000,0.010000,0.800000,1.000000,0.200000,0.693700,2.000000,4.000000,6.000000,0.700000,30.000000,0.705600,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.010873,0.500000,0.100000,0.300000
187,-31185.595135,0.050000,0.100000,0.002000,0.010000,0.400000,0.600000,0.200000,0.950000,10.097744,4.000000,20.000000,0.700000,19.210645,1.000000,0.000000,0.500000,200.000000,40.000000,0.500000,127.093569,0.050000,0.500000,3.000000,2.000000
188,-49735.096758,0.250000,0.100000,0.002000,0.080000,0.400000,0.952955,1.253091,0.817288,2.000000,4.000000,8.479766,0.700000,30.000000,0.000000,0.000000,3.844177,200.000000,40.000000,1.021264,54.407378,0.026135,3.479587,3.000000,0.555418
189,-29881.969106,0.250000,0.100000,0.002000,0.010000,0.400000,1.000000,0.200000,0.950000,7.013766,9.386303,6.000000,0.580431,17.102923,0.061685,0.000000,3.769141,1838.528090,40.000000,0.500000,20.000000,0.050000,0.500000,3.000000,2.000000
190,-24503.380123,0.250000,0.100000,0.002000,0.041568,0.400000,1.000000,3.000000,0.950000,15.000000,11.010983,19.085347,0.404730,5.000000,0.000000,136.177234,0.500000,200.000000,40.000000,1.500000,238.694952,0.026422,0.500000,3.000000,1.404265
191,-17870.554917,0.113440,0.100000,0.002000,0.080000,0.643765,1.000000,0.200000,0.654760,8.778626,4.000000,6.000000,0.489230,5.000000,0.080268,0.000000,5.000000,948.048615,40.000000,1.184623,20.000000,0.002000,0.500000,0.100000,2.000000
192,-39324.834999,0.250000,0.100000,0.002000,0.058258,0.483437,1.000000,0.200000,0.950000,15.000000,12.026627,6.000000,0.700000,30.000000,1.000000,300.000000,1.938713,200.000000,40.000000,0.500000,188.887155,0.032150,1.256155,0.673472,1.902173
193,-33105.803448,0.050000,0.100000,0.002000,0.010000,0.665170,1.000000,0.200000,0.763448,2.000000,7.470389,20.000000,0.594509,5.000000,1.000000,157.073903,5.000000,622.647944,40.000000,0.500000,20.000000,0.002000,0.500000,0.100000,2.000000
194,-23821.584335,0.102123,0.100000,0.002000,0.080000,0.400000,0.926227,2.888805,0.950000,2.000000,4.000000,6.000000,0.700000,7.241928,0.935571,0.000000,3.448150,2000.000000,40.000000,0.500000,20.000000,0.002000,1.386853,0.100000,2.000000
195,-33655.800720,0.250000,0.100000,0.002000,0.075624,0.400000,1.000000,0.200000,0.950000,5.253787,4.000000,6.000000,0.426220,5.000000,0.000000,300.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.012979,4.555985,3.000000,2.000000
196,-33162.164853,0.122289,0.100000,0.002000,0.051174,0.800000,1.000000,1.134986,0.950000,2.000000,4.000000,9.214104,0.700000,6.403937,1.000000,92.131354,3.181818,450.590596,40.000000,0.801177,20.000000,0.046462,2.742332,3.000000,2.000000
197,-57159.413135,0.050000,0.100000,0.002000,0.080000,0.449884,1.000000,0.200000,0.950000,2.000000,6.731496,20.000000,0.700000,8.976034,1.000000,0.000000,5.000000,200.000000,40.000000,1.500000,300.000000,0.002000,0.500000,2.826053,2.000000
198,-2772.782941,0.123533,0.020000,0.020000,0.010000,0.800000,1.000000,1.239270,0.500000,11.445254,4.000000,6.000000,0.520824,15.516650,1.000000,38.377180,1.910001,200.000000,40.000000,0.500000,43.912786,0.050000,5.000000,3.000000,2.000000
199,-21562.499837,0.250000,0.100000,0.002000,0.080000,0.609157,0.842315,0.214887,0.950000,11.745885,8.714103,20.000000,0.700000,10.654962,0.115471,0.000000,4.420268,1039.876223,208.250573,0.598884,20.000000,0.050000,0.500000,0.220099,2.000000
200,-7761.854137,0.214959,0.020000,0.002000,0.010000,0.588319,1.000000,1.100692,0.867273,8.648682,4.000000,6.000000,0.462654,27.861474,0.000000,0.000000,1.851360,1270.428290,197.794237,0.522669,154.634881,0.020594,0.653058,3.000000,2.000000
